Татарчага	татарча+N+Sg+DIR(ГА);
?	Type1
Безнең	без+N+Sg+GEN(нЫң);без+PN+GEN(нЫң);
план	план+N+Sg+Nom;
–	Type2
Энгоргиолау	энгоргиолау+N+Sg+Nom;
?	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
әйе	әйе+MOD;
.	Type1
Скорпиус	скорпиус+N+Sg+Nom;
,	Type2
менә	мен+V+PRES(Й);менә+PART;
бу	бу+PN;
сабынны	сабын+N+Sg+ACC(нЫ);
,	Type2
авыр	авыр+Adj;авыр+V+IMP_SG();ау+V+FUT_INDF(Ыр);ау+V+PCP_FUT(Ыр);
булмаса…	Error
СКОРПИУС	скорпиус+N+Sg+Nom;
улактан	улак+N+Sg+ABL(ДАн);
сабынны	сабын+N+Sg+ACC(нЫ);
тотып	тот+V+ADVV_ACC(Ып);
ала	ал+V+PRES(Й);ала+Adj;
.	Type1
Энгоргио	энгоргио+N+Sg+Nom;
.	Type1
Аның	ул+PN+GEN(нЫң);
тылсым	тылсым+N+Sg+Nom;
таягыннан	таяк+N+Sg+POSS_3(СЫ)+ABL(ДАн);
,	Type2
бөтен	бөтен+PN;
бүлмәне	бүлмә+N+Sg+ACC(нЫ);
ярып	яр+V+ADVV_ACC(Ып);
үтеп	үт+V+ADVV_ACC(Ып);
,	Type2
әфсен	әфсен+N+Sg+Nom;
чыга	чык+V+PRES(Й);
.	Type1
Сабын	сабын+N+Sg+Nom;сап+N+Sg+POSS_3(СЫ)+ACC(нЫ);сап+V+REFL(Ын)+IMP_SG();
дүрт	дүрт+Num;
тапкырга	тапкыр+Adj+Sg+DIR(ГА);тапкыр+N+Sg+DIR(ГА);
зурая	зурай+V+PRES(Й);
.	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Шәп	шәп+Adj;
.	Type1
Мине	ми+N+Sg+ACC(нЫ);мин+PN+ACC(нЫ);мин+PN+POSS_3(СЫ)+Nom;
энгоргио-шаккаткан	энгоргио-шаккаткан+N+Sg+Nom;
дип	ди+V+ADVV_ACC(Ып);
саный	сана+V+PRES(Й);
аласың	ал+V+OBL(ЙсЫ)+POSS_2SG(Ың)+Nom;ал+V+PRES(Й)+2SG(сЫң);ала+Adj+2SG(сЫң);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Икенче	ике+Num+NUM_ORD(ЫнчЫ);
бирем	бирем+N+Sg+Nom;
күлдә	күл+N+Sg+LOC(ДА);
булган	бул+V+PCP_PS(ГАн);бул+V+PST_INDF(ГАн);
.	Type1
Аларга	алар+PN+DIR(ГА);
үзләреннән	үз+PN+PL(ЛАр)+POSS_3(СЫ)+ABL(ДАн);
урланган	урла+V+REFL(Ын)+PCP_PS(ГАн);урла+V+REFL(Ын)+PST_INDF(ГАн);урлан+V+PCP_PS(ГАн);урлан+V+PST_INDF(ГАн);
нәрсәне	нәрсә+PN+ACC(нЫ);
кайтарырга	кайтар+V+INF_1(ЫргА);
кушканнар	куш+V+PCP_PS(ГАн)+PL(ЛАр)+Nom;куш+V+PST_INDF(ГАн)+3PL(ЛАр);
,	Type2
ә	ә+PART;
бу	бу+PN;
нәрсәләр	нәрсә+PN+PL(ЛАр)+Nom;
исә…	Error
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
…	Type1
аларның	алар+PN+GEN(нЫң);
кадерле	кадер+N+ATTR_MUN(лЫ);
кешеләре	кеше+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
булган	бул+V+PCP_PS(ГАн);бул+V+PST_INDF(ГАн);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Седрик	Rus
күл	күл+N+Sg+Nom;
төбендә	төп+Adj+Sg+POSS_3(СЫ)+LOC(ДА);төп+N+Sg+POSS_3(СЫ)+LOC(ДА);
йөзәр	йөз+Num+NUM_DISR(шАр);йөз+V+PCP_FUT(Ыр);
өчен	өчен+POST;
Баш	баш+N+Sg+Nom;
куыгы	куык+N+Sg+POSS_3(СЫ)+Nom;
тылсымын	тылсым+N+Sg+POSS_3(СЫ)+ACC(нЫ);
кулланган	куллан+V+PCP_PS(ГАн);куллан+V+PST_INDF(ГАн);
.	Type1
Без	без+N+Sg+Nom;без+PN;
менә	мен+V+PRES(Й);менә+PART;
нәрсә	нәрсә+PN;
эшләячәкбез	эшлә+V+FUT_DEF(АчАк)+1PL(бЫз);эшлә+V+PCP_FUT(АчАк)+1PL(бЫз);
:	Type2
аның	ул+PN+GEN(нЫң);
артыннан	арт+Adj+Sg+POSS_3(СЫ)+ABL(ДАн);артыннан+POST;
иярәбез	иярәбез+N+Sg+Nom;
һәм	һәм+CNJ;
Энгоргиомент	энгоргиомент+N+Sg+Nom;
белән	белән+POST;
башын	баш+N+Sg+POSS_3(СЫ)+ACC(нЫ);
зурайтабыз	зурай+V+CAUS(т)+PRES(Й)+1PL(бЫз);зурайт+V+PRES(Й)+1PL(бЫз);
.	Type1
Вакыт-күчергеч	вакыт-күчергеч+N+Sg+Nom;
безгә	без+PN+DIR(ГА);
озаклап	озак+Adj+DISTR(лАп);озакла+V+ADVV_ACC(Ып);
йөрергә	йөр+V+INF_1(ЫргА);
бирмәс	бир+V+FUT_INDF_NEG(мАс);бир+V+PCP_FUT(мАс);
,	Type2
шуңа	шул+PN+DIR(ГА);
без	без+N+Sg+Nom;без+PN;
тиз	тиз+Adj;
әйләнеп	әйлән+V+ADVV_ACC(Ып);
кайтырбыз	кайт+V+FUT_INDF(Ыр)+1PL(бЫз);кайт+V+PCP_FUT(Ыр)+1PL(бЫз);
.	Type1
Аны	ул+PN+ACC(нЫ);
куып	ку+V+ADVV_ACC(Ып);
тотырга	тот+V+INF_1(ЫргА);
,	Type2
башын	баш+N+Sg+POSS_3(СЫ)+ACC(нЫ);
Энгоргио	энгоргио+N+Sg+Nom;
белән	белән+POST;
әфсенләргә	әфсенлә+V+INF_1(ЫргА);
һәм	һәм+CNJ;
күлдән	күл+N+Sg+ABL(ДАн);
ничек	ничек+PN;
калкып	калк+V+ADVV_ACC(Ып);
чыгачагын	чыгачагын+N+Sg+Nom;
карап	кара+V+ADVV_ACC(Ып);
торырга	тор+V+INF_1(ЫргА);
:	Type2
әгәр	әгәр+CNJ;
биремнән	бирем+N+Sg+ABL(ДАн);
чыга	чык+V+PRES(Й);
икән	икән+MOD;икән+PART;
,	Type2
димәк	ди+V+INF_2(мАк);
,	Type2
бәйгене	бәйге+N+Sg+ACC(нЫ);
дә	дә+PART;
калдыра…	Error
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Ләкин	ләкин+CNJ;
син	син+PN;
һаман	һаман+Adv;
да	да+PART;
күлгә	күл+N+Sg+DIR(ГА);
ничек	ничек+PN;
барып	бар+V+ADVV_ACC(Ып);
җитәчәгебезне	җит+V+PCP_FUT(АчАк)+POSS_1PL(ЫбЫз)+ACC(нЫ);
әйтмәдең…	Error
Кинәт	кинәт+Adv;
кенә	кенә+PART;
улактан	улак+N+Sg+ABL(ДАн);
су	су+N+Sg+Nom;
агымы	агым+N+Sg+POSS_3(СЫ)+Nom;ак+Adj+Sg+POSS_3(СЫ)+Nom+INT(мЫ);
килә	кил+V+PRES(Й);
,	Type2
аның	ул+PN+GEN(нЫң);
артыннан	арт+Adj+Sg+POSS_3(СЫ)+ABL(ДАн);артыннан+POST;
бик	бик+Adv;
юеш	юеш+Adj;
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
күтәрелә	күтәр+V+PASS(Ыл)+PRES(Й);күтәрел+V+PRES(Й);
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Вау	вау+INTRJ;
!	Type1
Шулкадәр	шулкадәр+Adv;
рәхәт	рәхәт+Adj+Sg;рәхәт+Adv;
.	Type1
Моннан	бу+PN+ABL(ДАн);моннан+PN;
беркайчан	беркайчан+Adv;
да	да+PART;
ялыкмам	ялык+V+FUT_INDF_NEG(мАс)+1SG(м);
.	Type1
Менә	мен+V+PRES(Й);менә+PART;
минем	мин+PN+GEN(нЫң);
яшькә	яшь+Adj+Sg+DIR(ГА);яшь+N+Sg+DIR(ГА);
җитегез	җит+V+IMP_PL(ЫгЫз);
әле	әле+CNJ;әле+PART;
,	Type2
сез	сез+PN;
дә	дә+PART;
үзегез	үз+PN+POSS_2PL(ЫгЫз)+Nom;
теләгәнне	телә+V+PCP_PS(ГАн)+ACC(нЫ);
эшли	эшлә+V+PRES(Й);
алырсыз	ал+V+FUT_INDF(Ыр)+2PL(сЫз);ал+V+PCP_FUT(Ыр)+2PL(сЫз);
.	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
әлбәттә	әлбәттә+MOD;
!	Type1
Син	син+PN;
гений	Rus
!	Type1
Елак	елак+Adj;
Миртл…	Error
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
СКОРПИУСка	скорпиус+N+Sg+DIR(ГА);
ыргыла	ыргы+V+PASS(Ыл)+PRES(Й);ыргыл+V+PRES(Й);
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Кем	кем+PN;
дидең	ди+V+PST_DEF(ДЫ)+2SG(ң);
мине	ми+N+Sg+ACC(нЫ);мин+PN+ACC(нЫ);мин+PN+POSS_3(СЫ)+Nom;
?	Type1
Мин	мин+PN;
елыйммы	елыймм+N+Sg+POSS_3(СЫ)+Nom;
?	Type1
әллә	әллә+CNJ;әллә+PART;
мин	мин+PN;
елыйм	ела+V+HOR_SG(Йм);ела+V+PRES(Й)+1SG(м);
хәзер	хәзер+Adv;
?	Type1
Елыйммы	елыймм+N+Sg+POSS_3(СЫ)+Nom;
?	Type1
Елыйммы	елыймм+N+Sg+POSS_3(СЫ)+Nom;
?	Type1
!	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Юк	юк+MOD;
,	Type2
мин	мин+PN;
бит	бит+N+Sg+Nom;бит+PART;
теләмәдем…	Error
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Минем	мин+PN+GEN(нЫң);
исемем	исем+N+Sg+POSS_1SG(Ым)+Nom;
ничек	ничек+PN;
әле	әле+CNJ;әле+PART;
?	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Миртл	миртл+N+Sg+Nom;
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Дөрес	дөрес+Adj;дөрес+Adv;
.	Type1
Миртл	миртл+N+Sg+Nom;
.	Type1
Миртл	миртл+N+Sg+Nom;
Элизабет	Rus
Уорен	уорен+N+Sg+Nom;
–	Type2
гүзәл	гүзәл+Adj;
исем	ис+N+Sg+POSS_1SG(Ым)+Nom;исем+N+Sg+Nom;
–	Type2
минем	мин+PN+GEN(нЫң);
исемем	исем+N+Sg+POSS_1SG(Ым)+Nom;
.	Type1
Аны	ул+PN+ACC(нЫ);
Елак	елак+Adj;
дияргә	ди+V+INF_1(ЫргА);
кирәкми	кирәк+V+NEG(мА)+PRES(Й);
.	Type1
99	Num
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Ярар…	Error
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
(	Type3
кеткелди	кеткелдә+V+PRES(Й);
)	Type3
:	Type2
Күптән	күп+Adj+Sg+ABL(ДАн);
булды	бул+V+PST_DEF(ДЫ);
инде	инде+PART;
бу	бу+PN;
хәл	хәл+N+Sg+Nom;
.	Type1
Егетләр	егет+N+PL(ЛАр)+Nom;
.	Type1
Минем	мин+PN+GEN(нЫң);
бәдрәфтә	бәдрәф+N+Sg+LOC(ДА);
.	Type1
Минем	мин+PN+GEN(нЫң);
кызлар	кыз+N+PL(ЛАр)+Nom;
бәдрәфемдә	бәдрәф+N+Sg+POSS_1SG(Ым)+LOC(ДА);
.	Type1
Хуш	хуш+Adj;хуш+INTRJ;
,	Type2
бу	бу+PN;
дөрес	дөрес+Adj;дөрес+Adv;
түгел	түгел+PART;
инде	инде+PART;
.	Type1
әмма	әмма+CNJ;
мин	мин+PN;
Поттерларга	поттер+N+PL(ЛАр)+DIR(ГА);
гел	гел+Adv;
мөкиббән	мөкиббән+N+Sg+Nom;
идем	и+V+PST_DEF(ДЫ)+1SG(м);
.	Type1
Малфойга	малфой+N+Sg+DIR(ГА);
да	да+PART;
йомшак	йомшак+Adj;
булдым	бул+V+PST_DEF(ДЫ)+1SG(м);
.	Type1
Хәзер	хәзер+Adv;
мин	мин+PN;
сезләргә	сез+PN+PL(ЛАр)+DIR(ГА);
ничек	ничек+PN;
булыша	бул+V+RECP(Ыш)+PRES(Й);
алам	ал+V+PRES(Й)+1SG(м);
?	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Син	син+PN;
анда	анда+PN;ул+PN+LOC(ДА);
булгансың	бул+V+PCP_PS(ГАн)+2SG(сЫң);бул+V+PST_INDF(ГАн)+2SG(сЫң);
,	Type2
Миртл	миртл+N+Sg+Nom;
,	Type2
шул	шул+PART;шул+PN;
күлдә	күл+N+Sg+LOC(ДА);
.	Type1
Синең	син+PN+GEN(нЫң);
турында	тур+N+Sg+POSS_3(СЫ)+LOC(ДА);турында+POST;
китапларда	китап+N+PL(ЛАр)+LOC(ДА);
искә	ис+N+Sg+DIR(ГА);
алганнар	ал+V+PCP_PS(ГАн)+PL(ЛАр)+Nom;ал+V+PST_INDF(ГАн)+3PL(ЛАр);
.	Type1
Димәк	ди+V+INF_2(мАк);
,	Type2
бу	бу+PN;
торбалардан	торба+N+PL(ЛАр)+ABL(ДАн);
тышка	тыш+N+Sg+DIR(ГА);
илтүче	илт+V+VN_1(у/ү/в)+PCP_PR(чЫ);илт+V+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;
юл	юл+N+Sg+Nom;
булырга	бул+V+INF_1(ЫргА);
тиеш	ти+V+RECP(Ыш)+IMP_SG();ти+V+VN_2(Ыш)+Nom;тиеш+MOD;
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Мин	мин+PN;
булмаган	бул+V+NEG(мА)+PCP_PS(ГАн);бул+V+NEG(мА)+PST_INDF(ГАн);
җир	җир+N+Sg+Nom;
юк	юк+MOD;
.	Type1
әмма	әмма+CNJ;
сез	сез+PN;
төгәл	төгәл+Adj;
кайсы	кайсы+PN;
җир	җир+N+Sg+Nom;
турында	тур+N+Sg+POSS_3(СЫ)+LOC(ДА);турында+POST;
әйтәсез	әйт+V+PRES(Й)+2PL(сЫз);
?	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Икенче	ике+Num+NUM_ORD(ЫнчЫ);
бирем	бирем+N+Sg+Nom;
.	Type1
Күлдәге	күл+N+Sg+ATTR_LOC(ДАгЫ);
бирем	бирем+N+Sg+Nom;
.	Type1
өч	өч+Num;
тылсымлы	тылсым+N+ATTR_MUN(лЫ);
бәйгесендә	бәйге+N+Sg+POSS_3(СЫ)+LOC(ДА);
.	Type1
25	Num
ел	ел+N+Sg+Nom;
элек	элек+Adv;элек+POST;
.	Type1
һарри	һарри+N+Sg+Nom;
белән	белән+POST;
Седрик	Rus
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Шулкадәр	шулкадәр+Adv;
чибәр	чибәр+Adj;
булганы	бул+V+PCP_PS(ГАн)+POSS_3(СЫ)+Nom;
үлде	үл+V+PST_DEF(ДЫ);
шул	шул+PART;шул+PN;
.	Type1
Синең	син+PN+GEN(нЫң);
әтиең	әти+N+Sg+POSS_2SG(Ың)+Nom;
сөйкемле	сөйкемле+Adj;
түгел	түгел+PART;
димим	ди+V+NEG(мА)+HOR_SG(Йм);ди+V+NEG(мА)+PRES(Й)+1SG(м);
,	Type2
әмма	әмма+CNJ;
Седрик	Rus
Диггори…Бу	Error
бәдрәфтә	бәдрәф+N+Sg+LOC(ДА);
күпме	күп+Adj+INT(мЫ);күпме+PN;
кызның	кыз+N+Sg+GEN(нЫң);
гыйшык	гыйшык+N+Sg+Nom;
төнәтмәләре	төнәтмә+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
ясаганын	яса+V+PCP_PS(ГАн)+POSS_3(СЫ)+ACC(нЫ);
ишеткәнемне	ишет+V+PCP_PS(ГАн)+POSS_1SG(Ым)+ACC(нЫ);
белсәң	бел+V+COND(сА)+2SG(ң);
,	Type2
шаккатырсың…	Error
ә	ә+PART;
ул	ул+N+Sg+Nom;ул+PN;
һәлак	һәлак+N+Sg+Nom;
булгач	бул+V+ADVV_ANT(ГАч);
,	Type2
күпмесенең	күпме+PN+POSS_3(СЫ)+GEN(нЫң);
монда	бу+PN+LOC(ДА);монда+Adv;
елаганын	ела+V+PCP_PS(ГАн)+POSS_3(СЫ)+ACC(нЫ);
белсәң	бел+V+COND(сА)+2SG(ң);
икән	икән+MOD;икән+PART;
!	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Булыш	бул+V+RECP(Ыш)+IMP_SG();бул+V+VN_2(Ыш)+Nom;
безгә	без+PN+DIR(ГА);
,	Type2
Миртл	миртл+N+Sg+Nom;
,	Type2
шул	шул+PART;шул+PN;
ук	ук+N+Sg+Nom;ук+PART;
күлгә	күл+N+Sg+DIR(ГА);
эләгергә	эләк+V+INF_1(ЫргА);
булыш	бул+V+RECP(Ыш)+IMP_SG();бул+V+VN_2(Ыш)+Nom;
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Вакыт	вакыт+N+Sg+Nom;
аша	аш+V+PRES(Й);аша+POST;аша+V+IMP_SG();
сәяхәт	сәяхәт+N+Sg+Nom;
итәргә	и+V+CAUS(т)+INF_1(ЫргА);ит+V+INF_1(ЫргА);
булыша	бул+V+RECP(Ыш)+PRES(Й);
алырмын	ал+V+FUT_INDF(Ыр)+1SG(мЫн);ал+V+PCP_FUT(Ыр)+1SG(мЫн);
дип	ди+V+ADVV_ACC(Ып);
уйлыйсызмы	уйла+V+PRES(Й)+2PL(сЫз)+INT(мЫ);
?	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Син	син+PN;
сер	сер+N+Sg+Nom;
тота	тот+V+PRES(Й);
беләсеңме	бел+V+PRES(Й)+2SG(сЫң)+INT(мЫ);
?	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Мин	мин+PN;
яратам	яра+V+CAUS(т)+HOR_SG(Йм);яра+V+CAUS(т)+PRES(Й)+1SG(м);ярат+V+PRES(Й)+1SG(м);
серләрне	сер+N+PL(ЛАр)+ACC(нЫ);
.	Type1
Бер	бер+Num;бер+PN;
тере	тере+Adj;
җанга	җан+N+Sg+DIR(ГА);
да	да+PART;
әйтмәм	әйт+V+FUT_INDF_NEG(мАс)+1SG(м);
.	Type1
Кулымны	кул+N+Sg+POSS_1SG(Ым)+ACC(нЫ);
күкрәгемә	күкрәк+N+Sg+POSS_1SG(Ым)+DIR(ГА);
куеп	куй+V+ADVV_ACC(Ып);
ант	ант+N+Sg+Nom;
итәм	и+V+CAUS(т)+HOR_SG(Йм);и+V+CAUS(т)+PRES(Й)+1SG(м);ит+V+PRES(Й)+1SG(м);
,	Type2
үлгәнче	үл+V+ADVV_SUCC(ГАнчЫ);
саклармын	сак+N+PL(ЛАр)+Nom+1SG(мЫн);сак+PROP+PL(ЛАр)+Nom+1SG(мЫн);сакла+V+FUT_INDF(Ыр)+1SG(мЫн);сакла+V+PCP_FUT(Ыр)+1SG(мЫн);
.	Type1
Яки	яки+CNJ;
үлемгә	үлем+N+Sg+DIR(ГА);
охшаш	охша+V+RECP(Ыш)+IMP_SG();охша+V+VN_2(Ыш)+Nom;охшаш+Adj;
берәр	бер+Num+NUM_DISR(шАр);
нәрсәгә	нәрсә+PN+DIR(ГА);
кадәр	кадәр+Adv;кадәр+POST;
.	Type1
Яки	яки+CNJ;
нәрсә	нәрсә+PN;
анда	анда+PN;ул+PN+LOC(ДА);
өрәкләрдә	өрәк+N+PL(ЛАр)+LOC(ДА);
.	Type1
Аңладыгыз	аңла+V+PST_DEF(ДЫ)+2PL(гЫз);
инде	инде+PART;
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
СКОРПИУСка	скорпиус+N+Sg+DIR(ГА);
баш	баш+N+Sg+Nom;
кага	как+V+PRES(Й);
,	Type2
ул	ул+N+Sg+Nom;ул+PN;
Вакыт-күчергечне	вакыт-күчергечн+N+Sg+POSS_3(СЫ)+Nom;вакыт-күчергеч+N+Sg+ACC(нЫ);
чыгарып	чыгар+V+ADVV_ACC(Ып);
күрсәтә	күрсәт+V+PRES(Й);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Без	без+N+Sg+Nom;без+PN;
вакытта	вакыт+N+Sg+LOC(ДА);
сәяхәт	сәяхәт+N+Sg+Nom;
итә	и+V+CAUS(т)+PRES(Й);ит+V+PRES(Й);
алабыз	ал+V+PRES(Й)+1PL(бЫз);ала+Adj+1PL(бЫз);ала+Adj+Sg+POSS_1PL(ЫбЫз)+Nom;
.	Type1
Син	син+PN;
безгә	без+PN+DIR(ГА);
торба	торба+N+Sg+Nom;
аша	аш+V+PRES(Й);аша+POST;аша+V+IMP_SG();
сәяхәт	сәяхәт+N+Sg+Nom;
итәргә	и+V+CAUS(т)+INF_1(ЫргА);ит+V+INF_1(ЫргА);
булыша	бул+V+RECP(Ыш)+PRES(Й);
аласың	ал+V+OBL(ЙсЫ)+POSS_2SG(Ың)+Nom;ал+V+PRES(Й)+2SG(сЫң);ала+Adj+2SG(сЫң);
.	Type1
ә	ә+PART;
без	без+N+Sg+Nom;без+PN;
Седрик	Rus
Диггорины	диггорин+N+Sg+POSS_3(СЫ)+Nom;диггори+N+Sg+ACC(нЫ);
коткарырга	коткар+V+INF_1(ЫргА);
җыенабыз	җый+V+REFL(Ын)+PRES(Й)+1PL(бЫз);
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
(	Type3
көлемсерәп	көлемсерә+V+ADVV_ACC(Ып);
)	Type3
:	Type2
Йә	йә+CNJ;йә+INTRJ;
,	Type2
кызык	кызык+Adj;
булачак	бул+V+FUT_DEF(АчАк);бул+V+PCP_FUT(АчАк);
бугай	бугай+PART;
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Без	без+N+Sg+Nom;без+PN;
вакытны	вакыт+N+Sg+ACC(нЫ);
әрәм	әрәм+Adj;
итә	и+V+CAUS(т)+PRES(Й);ит+V+PRES(Й);
алмыйбыз	ал+V+NEG(мА)+PRES(Й)+1PL(бЫз);
.	Type1
ЕЛАК	елак+Adj;
МИРТЛ	миртл+N+Sg+Nom;
:	Type2
Бу	бу+PN;
үзенчәлекле	үзенчәлек+N+ATTR_MUN(лЫ);
улак	улак+N+Sg+Nom;
.	Type1
Бу	бу+PN;
үзенчәлекле	үзенчәлек+N+ATTR_MUN(лЫ);
улак	улак+N+Sg+Nom;
туры	тур+N+Sg+POSS_3(СЫ)+Nom;туры+Adj;
күлгә	күл+N+Sg+DIR(ГА);
илтә	илт+V+PRES(Й);
.	Type1
әлбәттә	әлбәттә+MOD;
,	Type2
аның	ул+PN+GEN(нЫң);
монда	бу+PN+LOC(ДА);монда+Adv;
булуы	бул+V+VN_1(у/ү/в)+POSS_3(СЫ)+Nom;
кагыйдәләргә	кагыйдә+N+PL(ЛАр)+DIR(ГА);
каршы	каршы+Adj;каршы+Adv;каршы+POST;
килә	кил+V+PRES(Й);
,	Type2
әмма	әмма+CNJ;
бу	бу+PN;
мәктәптә	мәктәп+N+Sg+LOC(ДА);
иске	иске+Adj;иске+PROP+Sg+Nom;
нәрсәләр	нәрсә+PN+PL(ЛАр)+Nom;
гел	гел+Adv;
күп	күп+Adj;
булды	бул+V+PST_DEF(ДЫ);
.	Type1
Чыгыгыз	чык+N+Sg+POSS_2PL(ЫгЫз)+Nom;чык+V+IMP_PL(ЫгЫз);
шунда	шул+PN+LOC(ДА);
,	Type2
һәм	һәм+CNJ;
торба	торба+N+Sg+Nom;
сезне	сез+PN+ACC(нЫ);
туры	тур+N+Sg+POSS_3(СЫ)+Nom;туры+Adj;
күлгә	күл+N+Sg+DIR(ГА);
илтәр	илт+V+PCP_FUT(Ыр);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
улакка	улак+N+Sg+DIR(ГА);
керә	кер+V+PRES(Й);
һәм	һәм+CNJ;
мантиясен	мантия+N+Sg+POSS_3(СЫ)+ACC(нЫ);
сала	сал+V+PRES(Й);
.	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
аңа	ул+PN+DIR(ГА);
иярә	иярә+N+Sg+Nom;
АЛЬБУС	альбус+N+Sg+Nom;
сумкасыннан	сумка+N+Sg+POSS_3(СЫ)+ABL(ДАн);
берничә	берничә+PN;
яшел	яшел+Adj;яшел+PROP+Sg+Nom;
яфрак	яфрак+N+Sg+Nom;
алып	ал+V+ADVV_ACC(Ып);алып+N+Sg+Nom;
,	Type2
шуларны	шул+PN+PL(ЛАр)+ACC(нЫ);
СКОРПИУСка	скорпиус+N+Sg+DIR(ГА);
суза	суз+V+PRES(Й);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Бераз	бераз+Adv;
сиңа	син+PN+DIR(ГА);
һәм	һәм+CNJ;
бераз	бераз+Adv;
миңа	мин+PN+DIR(ГА);
.	Type1
100	Num
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Саңагүсемнәр	саңагүсемнәр+N+Sg+Nom;
?	Type1
Без	без+N+Sg+Nom;без+PN;
саңагүсемнәр	саңагүсемнәр+N+Sg+Nom;
кулланабызмы	куллан+V+PRES(Й)+1PL(бЫз)+INT(мЫ);
?	Type1
Су	су+N+Sg+Nom;
астында	ас+N+Sg+POSS_3(СЫ)+LOC(ДА);астында+POST;
сулар	су+N+PL(ЛАр)+Nom;сула+V+FUT_INDF(Ыр);сула+V+PCP_FUT(Ыр);
өчен	өчен+POST;
?	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
әтием	әти+N+Sg+POSS_1SG(Ым)+Nom;
кебек	кебек+POST;
.	Type1
Йә	йә+CNJ;йә+INTRJ;
,	Type2
әзерме	әзер+Adj+INT(мЫ);
син	син+PN;
?	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Исеңдә	ис+N+Sg+POSS_2SG(Ың)+LOC(ДА);
тот	тот+V+IMP_SG();
:	Type2
вакыт	вакыт+N+Sg+Nom;
бу	бу+PN;
юлы	юл+N+Sg+POSS_3(СЫ)+Nom;
безне	без+PN+ACC(нЫ);
көтмәгәндә	көт+V+NEG(мА)+PCP_PS(ГАн)+LOC(ДА);
эләктерергә	эләк+V+CAUS(ДЫр)+INF_1(ЫргА);эләктер+V+INF_1(ЫргА);
тиеш	ти+V+RECP(Ыш)+IMP_SG();ти+V+VN_2(Ыш)+Nom;тиеш+MOD;
түгел	түгел+PART;
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Биш	биш+Num;
минут	минут+N+Sg+Nom;
,	Type2
бүгенгегә	бүгенге+Adj+Sg+DIR(ГА);
кире	кире+Adj;кире+Adv;
кайтыр	кайт+V+FUT_INDF(Ыр);кайт+V+PCP_FUT(Ыр);
өчен	өчен+POST;
безнең	без+N+Sg+GEN(нЫң);без+PN+GEN(нЫң);
шул	шул+PART;шул+PN;
гына	гына+PART;
бар	бар+MOD;бар+N+Sg+Nom;бар+PN;бар+V+IMP_SG();
.	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
